Dateiname;Ort;Kategorie/Signatur;Typ;Datum;Nummer;Format;Dateigröße
Mathäserbräu-Bierhallen_Kriegs-Speisen-Karte_11.01.1917_01.jpg;Mathäserbräu-Bierhallen;;Kriegs-Speisen-Karte;11.01.1917;1;JPG;27,601 MB
Mathäserbräu-Bierhallen_Kriegs-Speisen-Karte_31.10.1916;Mathäserbräu-Bierhallen;;Kriegs-Speisen-Karte;31.10.1916;;DIR;24,588 MB
Mathäserbräu-Bierhallen_Kriegs-Speisen-Karte_31.10.1916_01.jpg;Mathäserbräu-Bierhallen;;Kriegs-Speisen-Karte;31.10.1916;1;JPG;24,588 MB
Mathäserbräu-Bierhallen_Speisen-Karte_21.01.1943;Mathäserbräu-Bierhallen;;Speisen-Karte;21.01.1943;;DIR;28,086 MB
Mathäserbräu-Bierhallen_Speisen-Karte_21.01.1943_01.jpg;Mathäserbräu-Bierhallen;;Speisen-Karte;21.01.1943;1;JPG;14,576 MB
Mathäserbräu-Bierhallen_Speisen-Karte_21.01.1943_02.jpg;Mathäserbräu-Bierhallen;;Speisen-Karte;21.01.1943;2;JPG;13,510 MB
Mathäserbräu-Bierhallen_Speisen-Karte_27.08.1938;Mathäserbräu-Bierhallen;;Speisen-Karte;27.08.1938;;DIR;43,219 MB
Mathäserbräu-Bierhallen_Speisen-Karte_27.08.1938_01.jpg;Mathäserbräu-Bierhallen;;Speisen-Karte;27.08.1938;1;JPG;20,823 MB
Mathäserbräu-Bierhallen_Speisen-Karte_27.08.1938_02.jpg;Mathäserbräu-Bierhallen;;Speisen-Karte;27.08.1938;2;JPG;22,397 MB
Milan;Milan;;;;;DIR;49,018 MB
Milan_Speise und Getränkekarte_ca. 1980;Milan;;Speise und Getränkekarte;ca. 1980;;DIR;49,018 MB
Milan_Speise und Getränkekarte_ca. 1980_01.jpg;Milan;;Speise und Getränkekarte;ca. 1980;1;JPG;30,061 MB
Milan_Speise und Getränkekarte_ca. 1980_02.jpg;Milan;;Speise und Getränkekarte;ca. 1980;2;JPG;18,957 MB
Mönchtaler Hirtenstube;Mönchtaler Hirtenstube;;;;;DIR;263,931 MB
Mönchtaler Hirtenstube_Menüvorschläge_1971;Mönchtaler Hirtenstube;;Menüvorschläge;24.05.1905;;DIR;34,308 MB
Mönchtaler Hirtenstube_Menüvorschläge_1971_01.jpg;Mönchtaler Hirtenstube;;Menüvorschläge;24.05.1905;1;JPG;7,143 MB
Mönchtaler Hirtenstube_Menüvorschläge_1971_02.jpg;Mönchtaler Hirtenstube;;Menüvorschläge;24.05.1905;2;JPG;6,983 MB
Mönchtaler Hirtenstube_Menüvorschläge_1971_03.jpg;Mönchtaler Hirtenstube;;Menüvorschläge;24.05.1905;3;JPG;7,243 MB
Mönchtaler Hirtenstube_Menüvorschläge_1971_04.jpg;Mönchtaler Hirtenstube;;Menüvorschläge;24.05.1905;4;JPG;6,716 MB
Mönchtaler Hirtenstube_Menüvorschläge_1971_05.jpg;Mönchtaler Hirtenstube;;Menüvorschläge;24.05.1905;5;JPG;6,224 MB
Mönchtaler Hirtenstube_Speisen und Getränkekarte_1971;Mönchtaler Hirtenstube;;Speisen und Getränkekarte;24.05.1905;;DIR;143,103 MB
Mönchtaler Hirtenstube_Speisen und Getränkekarte_1971_01.jpg;Mönchtaler Hirtenstube;;Speisen und Getränkekarte;24.05.1905;1;JPG;17,232 MB
Mönchtaler Hirtenstube_Speisen und Getränkekarte_1971_02.jpg;Mönchtaler Hirtenstube;;Speisen und Getränkekarte;24.05.1905;2;JPG;12,289 MB
Mönchtaler Hirtenstube_Speisen und Getränkekarte_1971_03.jpg;Mönchtaler Hirtenstube;;Speisen und Getränkekarte;24.05.1905;3;JPG;14,907 MB
Mönchtaler Hirtenstube_Speisen und Getränkekarte_1971_04.jpg;Mönchtaler Hirtenstube;;Speisen und Getränkekarte;24.05.1905;4;JPG;15,784 MB
Mönchtaler Hirtenstube_Speisen und Getränkekarte_1971_05.jpg;Mönchtaler Hirtenstube;;Speisen und Getränkekarte;24.05.1905;5;JPG;12,881 MB
Mönchtaler Hirtenstube_Speisen und Getränkekarte_1971_06.jpg;Mönchtaler Hirtenstube;;Speisen und Getränkekarte;24.05.1905;6;JPG;12,971 MB
Mönchtaler Hirtenstube_Speisen und Getränkekarte_1971_07.jpg;Mönchtaler Hirtenstube;;Speisen und Getränkekarte;24.05.1905;7;JPG;15,630 MB
Mönchtaler Hirtenstube_Speisen und Getränkekarte_1971_08.jpg;Mönchtaler Hirtenstube;;Speisen und Getränkekarte;24.05.1905;8;JPG;14,680 MB
Mönchtaler Hirtenstube_Speisen und Getränkekarte_1971_09.jpg;Mönchtaler Hirtenstube;;Speisen und Getränkekarte;24.05.1905;9;JPG;14,092 MB
Mönchtaler Hirtenstube_Speisen und Getränkekarte_1971_10.jpg;Mönchtaler Hirtenstube;;Speisen und Getränkekarte;24.05.1905;10;JPG;12,638 MB
Mönchtaler Hirtenstube_Weinkarte_1971;Mönchtaler Hirtenstube;;Weinkarte;24.05.1905;;DIR;86,519 MB
Mönchtaler Hirtenstube_Weinkarte_1971_01.jpg;Mönchtaler Hirtenstube;;Weinkarte;24.05.1905;1;JPG;14,402 MB
Mönchtaler Hirtenstube_Weinkarte_1971_02.jpg;Mönchtaler Hirtenstube;;Weinkarte;24.05.1905;2;JPG;15,557 MB
Mönchtaler Hirtenstube_Weinkarte_1971_03.jpg;Mönchtaler Hirtenstube;;Weinkarte;24.05.1905;3;JPG;15,012 MB
Mönchtaler Hirtenstube_Weinkarte_1971_04.jpg;Mönchtaler Hirtenstube;;Weinkarte;24.05.1905;4;JPG;15,005 MB
Mönchtaler Hirtenstube_Weinkarte_1971_05.jpg;Mönchtaler Hirtenstube;;Weinkarte;24.05.1905;5;JPG;12,143 MB
Mönchtaler Hirtenstube_Weinkarte_1971_06.jpg;Mönchtaler Hirtenstube;;Weinkarte;24.05.1905;6;JPG;14,400 MB
Mövenpick, im Künstlerhaus;Mövenpick, im Künstlerhaus;;;;;DIR;36,792 MB
Mövenpick, im Künstlerhaus_Die Brunch-Familie_1974;Mövenpick, im Künstlerhaus;;Die Brunch-Familie;27.05.1905;;DIR;24,643 MB
Mövenpick, im Künstlerhaus_Die Brunch-Familie_1974_01.jpg;Mövenpick, im Künstlerhaus;;Die Brunch-Familie;27.05.1905;1;JPG;6,738 MB
Mövenpick, im Künstlerhaus_Die Brunch-Familie_1974_02.jpg;Mövenpick, im Künstlerhaus;;Die Brunch-Familie;27.05.1905;2;JPG;6,326 MB
Mövenpick, im Künstlerhaus_Die Brunch-Familie_1974_03.jpg;Mövenpick, im Künstlerhaus;;Die Brunch-Familie;27.05.1905;3;JPG;6,389 MB
Mövenpick, im Künstlerhaus_Die Brunch-Familie_1974_04.jpg;Mövenpick, im Künstlerhaus;;Die Brunch-Familie;27.05.1905;4;JPG;5,189 MB
Mövenpick, im Künstlerhaus_Kulinarische Festabende_13-18.05.1974;Mövenpick, im Künstlerhaus;;Kulinarische Festabende;13-18.05.1974;;DIR;12,149 MB
Mövenpick, im Künstlerhaus_Kulinarische Festabende_13-18.05.1974_01.jpg;Mövenpick, im Künstlerhaus;;Kulinarische Festabende;13-18.05.1974;1;JPG;12,149 MB
Münchner Imbisshalle;Münchner Imbisshalle;;;;;DIR;68,090 MB
Münchner Imbißhalle_Speisenkarte_16.07.1939;Münchner Imbißhalle;;Speisenkarte;16.07.1939;;DIR;35,680 MB
Münchner Imbißhalle_Speisenkarte_16.07.1939_01.jpg;Münchner Imbißhalle;;Speisenkarte;16.07.1939;1;JPG;8,907 MB
Münchner Imbißhalle_Speisenkarte_16.07.1939_02.jpg;Münchner Imbißhalle;;Speisenkarte;16.07.1939;2;JPG;19,316 MB
Münchner Imbißhalle_Speisenkarte_16.07.1939_03.jpg;Münchner Imbißhalle;;Speisenkarte;16.07.1939;3;JPG;7,456 MB
Münchner Imbiss-Halle_Speisen-Karte_27.08.1938;Münchner Imbiss-Halle;;Speisen-Karte;27.08.1938;;DIR;32,410 MB
Münchner Imbiss-Halle_Speisen-Karte_27.08.1938_01.jpg;Münchner Imbiss-Halle;;Speisen-Karte;27.08.1938;1;JPG;9,751 MB
Münchner Imbiss-Halle_Speisen-Karte_27.08.1938_02.jpg;Münchner Imbiss-Halle;;Speisen-Karte;27.08.1938;2;JPG;22,659 MB
National Langmeier;National Langmeier;;;;;DIR;45,023 MB
National Langmeier, Hotel_Speisen-Karte_08.07.1938;National Langmeier, Hotel;;Speisen-Karte;08.07.1938;;DIR;45,023 MB
National Langmeier, Hotel_Speisen-Karte_08.07.1938_01.jpg;National Langmeier, Hotel;;Speisen-Karte;08.07.1938;1;JPG;11,557 MB
National Langmeier, Hotel_Speisen-Karte_08.07.1938_02.jpg;National Langmeier, Hotel;;Speisen-Karte;08.07.1938;2;JPG;25,908 MB
National Langmeier, Hotel_Speisen-Karte_08.07.1938_03.jpg;National Langmeier, Hotel;;Speisen-Karte;08.07.1938;3;JPG;7,558 MB
Neuner;Neuner;;;;;DIR;33,659 MB
Neuner, Weinrestaurant_F Mon 3493_Kriegs-Speisenkarte_29.04.1918;Neuner, Weinrestaurant;F Mon 3493;Kriegs-Speisenkarte;29.04.1918;;DIR;33,659 MB
Neuner, Weinrestaurant_F Mon 3493_Kriegs-Speisenkarte_29.04.1918_01.jpg;Neuner, Weinrestaurant;;Kriegs-Speisenkarte;29.04.1918;1;JPG;9,652 MB
Neuner, Weinrestaurant_F Mon 3493_Kriegs-Speisenkarte_29.04.1918_02.jpg;Neuner, Weinrestaurant;;Kriegs-Speisenkarte;29.04.1918;2;JPG;16,174 MB
Neuner, Weinrestaurant_F Mon 3493_Kriegs-Speisenkarte_29.04.1918_03.jpg;Neuner, Weinrestaurant;;Kriegs-Speisenkarte;29.04.1918;3;JPG;7,833 MB
Nürnberger Hof;Nürnberger Hof;;;;;DIR;16,905 MB
Nürnberger Hof, Gaststätte_Speisen-Karte_27.08.1938;Nürnberger Hof, Gaststätte;;Speisen-Karte;27.08.1938;;DIR;16,905 MB
Nürnberger Hof, Gaststätte_Speisen-Karte_27.08.1938_01.jpg;Nürnberger Hof, Gaststätte;;Speisen-Karte;27.08.1938;1;JPG;16,905 MB
Ochsen-Braterei;Ochsen-Braterei;;;;;DIR;16,354 MB
Ochsen-Braterei, Münchner_Speisenkarte_Oktoberfest 1965;Ochsen-Braterei, Münchner;;Speisenkarte;Oktoberfest 1965;;DIR;16,354 MB
Ochsen-Braterei, Münchner_Speisenkarte_Oktoberfest 1965_01.jpg;Ochsen-Braterei, Münchner;;Speisenkarte;Oktoberfest 1965;1;JPG;10,593 MB
Ochsen-Braterei, Münchner_Speisenkarte_Oktoberfest 1965_02.jpg;Ochsen-Braterei, Münchner;;Speisenkarte;Oktoberfest 1965;2;JPG;5,761 MB
Opatija;Opatija;;;;;DIR;88,288 MB
Opatija, Restaurant_Speisen-Karte_1962;Opatija, Restaurant;;Speisen-Karte;15.05.1905;;DIR;88,288 MB
Opatija, Restaurant_Speisen-Karte_1962_01.jpg;Opatija, Restaurant;;Speisen-Karte;15.05.1905;1;JPG;11,544 MB
Opatija, Restaurant_Speisen-Karte_1962_02.jpg;Opatija, Restaurant;;Speisen-Karte;15.05.1905;2;JPG;3,391 MB
Opatija, Restaurant_Speisen-Karte_1962_03.jpg;Opatija, Restaurant;;Speisen-Karte;15.05.1905;3;JPG;5,255 MB
Opatija, Restaurant_Speisen-Karte_1962_04.jpg;Opatija, Restaurant;;Speisen-Karte;15.05.1905;4;JPG;6,066 MB
Opatija, Restaurant_Speisen-Karte_1962_05.jpg;Opatija, Restaurant;;Speisen-Karte;15.05.1905;5;JPG;6,416 MB
Opatija, Restaurant_Speisen-Karte_1962_06.jpg;Opatija, Restaurant;;Speisen-Karte;15.05.1905;6;JPG;6,166 MB
Opatija, Restaurant_Speisen-Karte_1962_07.jpg;Opatija, Restaurant;;Speisen-Karte;15.05.1905;7;JPG;4,582 MB
Opatija, Restaurant_Speisen-Karte_1962_08.jpg;Opatija, Restaurant;;Speisen-Karte;15.05.1905;8;JPG;6,302 MB
Opatija, Restaurant_Speisen-Karte_1962_09.jpg;Opatija, Restaurant;;Speisen-Karte;15.05.1905;9;JPG;6,763 MB
Opatija, Restaurant_Speisen-Karte_1962_10.jpg;Opatija, Restaurant;;Speisen-Karte;15.05.1905;10;JPG;5,196 MB
Opatija, Restaurant_Speisen-Karte_1962_11.jpg;Opatija, Restaurant;;Speisen-Karte;15.05.1905;11;JPG;5,255 MB
Opatija, Restaurant_Speisen-Karte_1962_12.jpg;Opatija, Restaurant;;Speisen-Karte;15.05.1905;12;JPG;5,109 MB
Opatija, Restaurant_Speisen-Karte_1962_13.jpg;Opatija, Restaurant;;Speisen-Karte;15.05.1905;13;JPG;5,162 MB
Opatija, Restaurant_Speisen-Karte_1962_14.jpg;Opatija, Restaurant;;Speisen-Karte;15.05.1905;14;JPG;5,174 MB
Opatija, Restaurant_Speisen-Karte_1962_15.jpg;Opatija, Restaurant;;Speisen-Karte;15.05.1905;15;JPG;5,907 MB
P1;P1;;;;;DIR;32,903 MB
P1, Das fidele Atelier im Haus der Kunst_Getränkekarte_ca. 1960;P1, Das fidele Atelier im Haus der Kunst;;Getränkekarte;ca. 1960;;DIR;7,503 MB
P1, Das fidele Atelier im Haus der Kunst_Getränkekarte_ca. 1960_01.jpg;P1, Das fidele Atelier im Haus der Kunst;;Getränkekarte;ca. 1960;1;JPG;3,751 MB
P1, Das fidele Atelier im Haus der Kunst_Getränkekarte_ca. 1960_02.jpg;P1, Das fidele Atelier im Haus der Kunst;;Getränkekarte;ca. 1960;2;JPG;3,752 MB
P1, Das fidele Atelier im Haus der Kunst_Getränkekarte_ca. 1962;P1, Das fidele Atelier im Haus der Kunst;;Getränkekarte;ca. 1962;;DIR;25,400 MB
P1, Das fidele Atelier im Haus der Kunst_Getränkekarte_ca. 1962_01.jpg;P1, Das fidele Atelier im Haus der Kunst;;Getränkekarte;ca. 1962;1;JPG;12,583 MB
P1, Das fidele Atelier im Haus der Kunst_Getränkekarte_ca. 1962_02.jpg;P1, Das fidele Atelier im Haus der Kunst;;Getränkekarte;ca. 1962;2;JPG;12,817 MB
Palmenhaus, Schlosscafé im;Palmenhaus, Schlosscafé im;;;;;DIR;36,342 MB
Palmenhaus, Schlosscafé im_Eiskarte_ca. 1980;Palmenhaus, Schlosscafé im;;Eiskarte;ca. 1980;;DIR;36,342 MB
Palmenhaus, Schlosscafé im_Eiskarte_ca. 1980_01.jpg;Palmenhaus, Schlosscafé im;;Eiskarte;ca. 1980;1;JPG;28,259 MB
Palmenhaus, Schlosscafé im_Eiskarte_ca. 1980_02.jpg;Palmenhaus, Schlosscafé im;;Eiskarte;ca. 1980;2;JPG;8,082 MB
Parc;Parc;;;;;DIR;68,854 MB
Parc, Hotel_Carte_ca. 1960;Parc, Hotel;;Carte;ca. 1960;;DIR;45,383 MB
Parc, Hotel_Carte_ca. 1960_01.jpg;Parc, Hotel;;Carte;ca. 1960;1;JPG;14,627 MB
Parc, Hotel_Carte_ca. 1960_02.jpg;Parc, Hotel;;Carte;ca. 1960;2;JPG;10,104 MB
Parc, Hotel_Carte_ca. 1960_03.jpg;Parc, Hotel;;Carte;ca. 1960;3;JPG;10,321 MB
Parc, Hotel_Carte_ca. 1960_04.jpg;Parc, Hotel;;Carte;ca. 1960;4;JPG;10,330 MB
Parc, Hotel_Weinkarte_ca. 1960;Parc, Hotel;;Weinkarte;ca. 1960;;DIR;23,471 MB
Parc, Hotel_Weinkarte_ca. 1960_01.jpg;Parc, Hotel;;Weinkarte;ca. 1960;1;JPG;23,471 MB
Parkhotel;Parkhotel;;;;;DIR;20,883 MB
Parkhotel, Fankfurt am Main, Wiesenhüttenplatz 28-38_Werbung für Parkhotel-Vorspeisen_1960;Parkhotel, Fankfurt am Main, Wiesenhüttenplatz 28-38;;Werbung für Parkhotel-Vorspeisen;13.05.1905;;DIR;20,883 MB
Parkhotel, Fankfurt am Main, Wiesenhüttenplatz 28-38_Werbung für Parkhotel-Vorspeisen_1960_01.jpg;Parkhotel, Fankfurt am Main, Wiesenhüttenplatz 28-38;;Werbung für Parkhotel-Vorspeisen;13.05.1905;1;JPG;9,516 MB
Parkhotel, Fankfurt am Main, Wiesenhüttenplatz 28-38_Werbung für Parkhotel-Vorspeisen_1960_02.jpg;Parkhotel, Fankfurt am Main, Wiesenhüttenplatz 28-38;;Werbung für Parkhotel-Vorspeisen;13.05.1905;2;JPG;11,367 MB
Paul Heyse;Paul Heyse;;;;;DIR;27,014 MB
Paul Heyse, Hotel und Gaststätte_Speisenkarte_16.07.1929;Paul Heyse, Hotel und Gaststätte;;Speisenkarte;16.07.1929;;DIR;27,014 MB
Paul Heyse, Hotel und Gaststätte_Speisenkarte_16.07.1929_01.jpg;Paul Heyse, Hotel und Gaststätte;;Speisenkarte;16.07.1929;1;JPG;9,530 MB
Paul Heyse, Hotel und Gaststätte_Speisenkarte_16.07.1929_02.jpg;Paul Heyse, Hotel und Gaststätte;;Speisenkarte;16.07.1929;2;JPG;17,485 MB
Paulaner-Thomasbräu-Festhalle;Paulaner-Thomasbräu-Festhalle;;;;;DIR;15,133 MB
Paulaner-Thomasbräu-Festhalle_Speisenkarte_Oktoberfest 1965;Paulaner-Thomasbräu-Festhalle;;Speisenkarte;Oktoberfest 1965;;DIR;15,133 MB
Paulaner-Thomasbräu-Festhalle_Speisenkarte_Oktoberfest 1965_01.jpg;Paulaner-Thomasbräu-Festhalle;;Speisenkarte;Oktoberfest 1965;1;JPG;8,296 MB
Paulaner-Thomasbräu-Festhalle_Speisenkarte_Oktoberfest 1965_02.jpg;Paulaner-Thomasbräu-Festhalle;;Speisenkarte;Oktoberfest 1965;2;JPG;6,838 MB
Peterhof;Peterhof;;;;;DIR;54,182 MB
Peterhof, Hotel und Café-Restaurant_F Mon 3397_Kriegs-Speisen-Karte_November 1915;Peterhof, Hotel und Café-Restaurant;F Mon 3397;Kriegs-Speisen-Karte;01.11.1915;;DIR;14,672 MB
Peterhof, Hotel und Café-Restaurant_F Mon 3397_Kriegs-Speisen-Karte_November 1915_01.jpg;Peterhof, Hotel und Café-Restaurant;;Kriegs-Speisen-Karte;01.11.1915;1;JPG;14,672 MB
Peterhof-Gaststätten_Speisen-Karte_05.05.1960;Peterhof-Gaststätten;;Speisen-Karte;05.05.1960;;DIR;39,510 MB
Peterhof-Gaststätten_Speisen-Karte_05.05.1960_01.jpg;Peterhof-Gaststätten;;Speisen-Karte;05.05.1960;1;JPG;8,488 MB
Peterhof-Gaststätten_Speisen-Karte_05.05.1960_02.jpg;Peterhof-Gaststätten;;Speisen-Karte;05.05.1960;2;JPG;20,951 MB
Peterhof-Gaststätten_Speisen-Karte_05.05.1960_03.jpg;Peterhof-Gaststätten;;Speisen-Karte;05.05.1960;3;JPG;10,071 MB
Pfälzer Hof;Pfälzer Hof;;;;;DIR;19,614 MB
Pfälzer Hof, Hotel-Restaurant_Speisekarte_27.08.1938;Pfälzer Hof, Hotel-Restaurant;;Speisekarte;27.08.1938;;DIR;19,614 MB
Pfälzer Hof, Hotel-Restaurant_Speisekarte_27.08.1938_01.jpg;Pfälzer Hof, Hotel-Restaurant;;Speisekarte;27.08.1938;1;JPG;19,614 MB
Platzl;Platzl;;;;;DIR;42,563 MB
Platzl_Speisekarte_1967;Platzl;;Speisekarte;20.05.1905;;DIR;42,563 MB
Platzl_Speisekarte_1967_01.jpg;Platzl;;Speisekarte;20.05.1905;1;JPG;13,489 MB
Platzl_Speisekarte_1967_02.jpg;Platzl;;Speisekarte;20.05.1905;2;JPG;19,620 MB
Platzl_Speisekarte_1967_03.jpg;Platzl;;Speisekarte;20.05.1905;3;JPG;9,455 MB
Post, Gasthof und Hotel, München;Post, Gasthof und Hotel, München;;;;;DIR;65,989 MB
Post, Gasthof und Hotel, München_Speisen-Karte_16.07.1939;Post, Gasthof und Hotel, München;;Speisen-Karte;16.07.1939;;DIR;37,387 MB
Post, Gasthof und Hotel, München_Speisen-Karte_16.07.1939_01.jpg;Post, Gasthof und Hotel, München;;Speisen-Karte;16.07.1939;1;JPG;11,913 MB
Post, Gasthof und Hotel, München_Speisen-Karte_16.07.1939_02.jpg;Post, Gasthof und Hotel, München;;Speisen-Karte;16.07.1939;2;JPG;16,980 MB
Post, Gasthof und Hotel, München_Speisen-Karte_16.07.1939_03.jpg;Post, Gasthof und Hotel, München;;Speisen-Karte;16.07.1939;3;JPG;8,495 MB
Post, Gasthof und Hotel, München_Speisen-Karte_27.08.1938;Post, Gasthof und Hotel, München;;Speisen-Karte;27.08.1938;;DIR;28,602 MB
Post, Gasthof und Hotel, München_Speisen-Karte_27.08.1938_01.jpg;Post, Gasthof und Hotel, München;;Speisen-Karte;27.08.1938;1;JPG;9,437 MB
Post, Gasthof und Hotel, München_Speisen-Karte_27.08.1938_02.jpg;Post, Gasthof und Hotel, München;;Speisen-Karte;27.08.1938;2;JPG;19,165 MB
Post, Gasthof zur, Pasing;Post, Gasthof zur, Pasing;;;;;DIR;120,394 MB
Post, Gasthof zur, Pasing_Speisen und Weinkarte_22.01.1913;Post, Gasthof zur, Pasing;;Speisen und Weinkarte;22.01.1913;;DIR;20,726 MB
Post, Gasthof zur, Pasing_Speisen und Weinkarte_22.01.1913_01.jpg;Post, Gasthof zur, Pasing;;Speisen und Weinkarte;22.01.1913;1;JPG;4,572 MB
Post, Gasthof zur, Pasing_Speisen und Weinkarte_22.01.1913_02.jpg;Post, Gasthof zur, Pasing;;Speisen und Weinkarte;22.01.1913;2;JPG;10,493 MB
Post, Gasthof zur, Pasing_Speisen und Weinkarte_22.01.1913_03.jpg;Post, Gasthof zur, Pasing;;Speisen und Weinkarte;22.01.1913;3;JPG;5,661 MB
Post, Gasthof zur, Pasing_Speisen-Karte_10.05.1916;Post, Gasthof zur, Pasing;;Speisen-Karte;10.05.1916;;DIR;46,357 MB
Post, Gasthof zur, Pasing_Speisen-Karte_10.05.1916_01.jpg;Post, Gasthof zur, Pasing;;Speisen-Karte;10.05.1916;1;JPG;22,758 MB
Post, Gasthof zur, Pasing_Speisen-Karte_10.05.1916_02.jpg;Post, Gasthof zur, Pasing;;Speisen-Karte;10.05.1916;2;JPG;23,598 MB
Post, Gasthof zur, Pasing_Speisen-Karte_21.04.1916;Post, Gasthof zur, Pasing;;Speisen-Karte;21.04.1916;;DIR;6,029 MB
Post, Gasthof zur, Pasing_Speisen-Karte_21.04.1916_01.jpg;Post, Gasthof zur, Pasing;;Speisen-Karte;21.04.1916;1;JPG;6,029 MB
Post, Gasthof zur, Pasing_Speisen-Karte_ca. 1916;Post, Gasthof zur, Pasing;;Speisen-Karte;ca. 1916;;DIR;47,282 MB
Post, Gasthof zur, Pasing_Speisen-Karte_ca. 1916_01.jpg;Post, Gasthof zur, Pasing;;Speisen-Karte;ca. 1916;1;JPG;22,920 MB
Post, Gasthof zur, Pasing_Speisen-Karte_ca. 1916_02.jpg;Post, Gasthof zur, Pasing;;Speisen-Karte;ca. 1916;2;JPG;24,362 MB
Pschorrbräu;Pschorrbräu;;;;;DIR;197,636 MB
Pschorrbräu_F Mon 3462_Kriegs-Speisenkarte_15.08.1917;Pschorrbräu;F Mon 3462;Kriegs-Speisenkarte;15.08.1917;;DIR;35,813 MB
Pschorrbräu_F Mon 3462_Kriegs-Speisenkarte_15.08.1917_01.jpg;Pschorrbräu;;Kriegs-Speisenkarte;15.08.1917;1;JPG;8,703 MB
Pschorrbräu_F Mon 3462_Kriegs-Speisenkarte_15.08.1917_02.jpg;Pschorrbräu;;Kriegs-Speisenkarte;15.08.1917;2;JPG;18,844 MB
Pschorrbräu_F Mon 3462_Kriegs-Speisenkarte_15.08.1917_03.jpg;Pschorrbräu;;Kriegs-Speisenkarte;15.08.1917;3;JPG;8,265 MB
Pschorrbräu_F Mon 3480_Kriegs-Speisenkarte_08.06.1917;Pschorrbräu;F Mon 3480;Kriegs-Speisenkarte;08.06.1917;;DIR;36,692 MB
Pschorrbräu_F Mon 3480_Kriegs-Speisenkarte_08.06.1917_01.jpg;Pschorrbräu;;Kriegs-Speisenkarte;08.06.1917;1;JPG;9,019 MB
Pschorrbräu_F Mon 3480_Kriegs-Speisenkarte_08.06.1917_02.jpg;Pschorrbräu;;Kriegs-Speisenkarte;08.06.1917;2;JPG;19,208 MB
Pschorrbräu_F Mon 3480_Kriegs-Speisenkarte_08.06.1917_03.jpg;Pschorrbräu;;Kriegs-Speisenkarte;08.06.1917;3;JPG;8,465 MB
Pschorr-Bräu_Menu_07.08.1908;Pschorr-Bräu;;Menu;07.08.1908;;DIR;5,725 MB
Pschorr-Bräu_Menu_07.08.1908_01.jpg;Pschorr-Bräu;;Menu;07.08.1908;1;JPG;5,725 MB
Pschorrbräu-Bierhallen_F Mon 3446_Speisen-Karte für Abend_11.09.1916;Pschorrbräu-Bierhallen;F Mon 3446;Speisen-Karte für Abend;11.09.1916;;DIR;38,024 MB
Pschorrbräu-Bierhallen_F Mon 3446_Speisen-Karte für Abend_11.09.1916_01.jpg;Pschorrbräu-Bierhallen;;Speisen-Karte für Abend;11.09.1916;1;JPG;7,630 MB
Pschorrbräu-Bierhallen_F Mon 3446_Speisen-Karte für Abend_11.09.1916_02.jpg;Pschorrbräu-Bierhallen;;Speisen-Karte für Abend;11.09.1916;2;JPG;20,239 MB
Pschorrbräu-Bierhallen_F Mon 3446_Speisen-Karte für Abend_11.09.1916_03.jpg;Pschorrbräu-Bierhallen;;Speisen-Karte für Abend;11.09.1916;3;JPG;10,155 MB
Pschorrbräu-Bierhallen_Speisenkarte_07.11.1959;Pschorrbräu-Bierhallen;;Speisenkarte;07.11.1959;;DIR;34,453 MB
Pschorrbräu-Bierhallen_Speisenkarte_07.11.1959_01.jpg;Pschorrbräu-Bierhallen;;Speisenkarte;07.11.1959;1;JPG;6,537 MB
Pschorrbräu-Bierhallen_Speisenkarte_07.11.1959_02.jpg;Pschorrbräu-Bierhallen;;Speisenkarte;07.11.1959;2;JPG;9,933 MB
Pschorrbräu-Bierhallen_Speisenkarte_07.11.1959_03.jpg;Pschorrbräu-Bierhallen;;Speisenkarte;07.11.1959;3;JPG;9,811 MB
Pschorrbräu-Bierhallen_Speisenkarte_07.11.1959_04.jpg;Pschorrbräu-Bierhallen;;Speisenkarte;07.11.1959;4;JPG;8,173 MB
Pschorrbräu-Bierhallen_Speisen-Karte_1959;Pschorrbräu-Bierhallen;;Speisen-Karte;12.05.1905;;DIR;46,930 MB
Pschorrbräu-Bierhallen_Speisen-Karte_1959_01.jpg;Pschorrbräu-Bierhallen;;Speisen-Karte;12.05.1905;1;JPG;20,166 MB
Pschorrbräu-Bierhallen_Speisen-Karte_1959_02.jpg;Pschorrbräu-Bierhallen;;Speisen-Karte;12.05.1905;2;JPG;17,525 MB
Pschorrbräu-Bierhallen_Speisen-Karte_1959_03.jpg;Pschorrbräu-Bierhallen;;Speisen-Karte;12.05.1905;3;JPG;9,239 MB
Quisisana;Quisisana;;;;;DIR;42,841 MB
Quisisana, Vegetarische Gaststätte und Café_Speisen-Karte_24.08.1938;Quisisana, Vegetarische Gaststätte und Café;;Speisen-Karte;24.08.1938;;DIR;42,841 MB
Quisisana, Vegetarische Gaststätte und Café_Speisen-Karte_24.08.1938_01.jpg;Quisisana, Vegetarische Gaststätte und Café;;Speisen-Karte;24.08.1938;1;JPG;10,116 MB
Quisisana, Vegetarische Gaststätte und Café_Speisen-Karte_24.08.1938_02.jpg;Quisisana, Vegetarische Gaststätte und Café;;Speisen-Karte;24.08.1938;2;JPG;13,285 MB
Quisisana, Vegetarische Gaststätte und Café_Speisen-Karte_24.08.1938_03.jpg;Quisisana, Vegetarische Gaststätte und Café;;Speisen-Karte;24.08.1938;3;JPG;12,297 MB
